bookID,title,authors,average_rating,publication_date,publisher,available
256,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,10/14/2003,Vintage Espanol,1
257,Cien años de soledad,Gabriel García Márquez,4.07,2/7/2006,Plaza y Janes,1
258,Del amor y otros demonios,Gabriel García Márquez,3.98,2/7/2006,Plaza y Janes,1
259,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,10/12/2004,Vintage,1
260,Memoria de mis putas tristes,Gabriel García Márquez,3.6,10/19/2004,Vintage Espanol,1
261,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,9/2/2004,Vintage Books USA,1
262,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,5/15/2005,Wisdom Publications,1
263,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,4/1/2006,Rough Guides,1
264,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,9/1/2004,Lonely Planet,1
265,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,5/1/2006,Geoplaneta,1
266,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,9/1/2001,Lonely Planet,1
267,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,4/4/2006,Mariner Books,1
268,Cryptonomicon,Neal Stephenson,4.25,11/1/2002,Avon,1
269,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,3/31/2001,Payot,1
270,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,6/14/2005,William Morrow Paperbacks,1
271,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,9/21/2004,HarperCollins Perennial,1
272,The Cobweb,Neal Stephenson/J. Frederick George,3.61,5/31/2005,Spectra Books,1
273,The Big U,Neal Stephenson,3.25,2/6/2001,William Morrow Paperbacks,1
274,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,5/2/2000,Spectra,1
275,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,5/31/2005,Spectra,1
276,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,3/28/2006,HarperTorch,1
277,Snow Crash,Neal Stephenson/Guy Abadia,4.03,8/2/2000,Bantam Books,1
278,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,6/1/2005,Two Plus Two Publishing LLC,1
279,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,12/1/2004,Two Plus Two Publishing LLC,1
280,The Design of Everyday Things,Donald A. Norman,4.17,9/19/2002,Basic Books,1
281,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,5/11/2005,Basic Books,1
282,The Psychology of Everyday Things,Donald A. Norman,4.17,6/13/1988,Basic Books,1
283,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,4/30/2006,Ignatius Press,1
284,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,5/2/2006,HarperOne,1
285,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,5/1/1993,HarperCollins,1
286,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,9/19/2006,VIZ Media LLC,1
287,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,9/13/2005,VIZ Media LLC,1
288,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,7/18/2006,VIZ Media LLC,1
289,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,5/3/2005,VIZ Media LLC,1
290,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,11/8/2005,VIZ Media LLC,1
291,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,11/1/1998,HarperCollins Publishers,1
292,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,7/5/2005,VIZ Media LLC,1
293,Pompeii,Robert   Harris,3.82,11/8/2005,Random House Trade Paperbacks,1
294,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,12/3/2002,Borgo Press,1
295,Of Mice and Men,John Steinbeck,3.87,1/8/2002,Penguin Books,1
296,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,9/6/2005,It Books,1
297,The Westing Game,Ellen Raskin,4.02,4/12/2004,Puffin,1
298,The Egypt Game,Zilpha Keatley Snyder,3.83,7/7/2009,Turtleback Books,1
299,Memoirs of a Geisha,Arthur Golden,4.11,11/22/2005,Vintage Books USA,1
300,Memoirs of a Geisha,Arthur Golden,4.11,11/15/2005,Random House Large Print Publishing,1
301,Memoirs of a Geisha,Arthur Golden,4.11,12/1/2005,Vintage,1
302,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,10/20/2005,Newmarket Press,1
303,Memoirs of a Geisha,Arthur Golden,4.11,6/4/1998,Vintage,1
304,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,5/6/2003,Pocket Books,1
305,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,2/1/2006,Oni Press,1
306,Jungle Love,Margaret Johnson/Philip Prowse,3.41,8/1/2002,Cambridge University Press,1
307,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,1/1/2005,Moody Publishers,1
308,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,4/1/2006,Pocket Books,1
309,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,12/1/2005,Umbriel,1
310,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,12/1/2005,FonoLibro,1
311,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,3/28/2006,Anchor,1
312,The Da Vinci Code,Dan Brown,3.84,3/28/2006,Broadway Books,1
313,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,5/3/2005,Pocket,1
314,Deception Point,Dan Brown,3.71,4/1/2006,Pocket Books,1
315,Deception Point,Dan Brown,3.71,5/1/2004,Corgi Books,1
316,Deception Point,Dan Brown,3.71,8/1/2005,Bantam Press,1
317,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,2/1/2005,Pinnacle,1
318,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,10/1/1998,Gallery Books,1
319,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,9/1/2005,Tarcherperigee,1
320,Think and Grow Rich,Napoleon Hill,4.18,8/7/2004,High Roads Media,1
321,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,6/7/2006,Pragmatic Bookshelf,1
322,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,6/1/2005,Firebrand Books,1
323,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,12/28/2004,Ballantine Books,1
324,The Richest Man in Babylon,George S. Clason,4.26,2/1/2008,Berkley Books,1
325,The Richest Man in Babylon,George S. Clason,4.26,6/17/2005,Recorded Books  Inc.,1
326,Shibumi,Trevanian/Gisela Stege,4.21,5/10/2005,Broadway Books,1
327,1776,David McCullough,4.07,7/4/2006,Simon  Schuster,1
328,1776,Peter  Stone/Sherman Edwards,4.22,11/18/1976,Penguin Books,1
329,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,7/15/2000,University of Chicago Press,1
330,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,3/4/2009,Howard Publishing Co,1
331,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,3/15/2005,Zondervan,1
332,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,7/5/2005,Harper Perennial,1
333,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,4/4/2002,Penguin Books,1
334,Snow Flower and the Secret Fan,Lisa See,4.07,2/21/2006,Random House,1
335,The Broker,John Grisham,3.78,9/26/2006,Delta,1
336,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,7/12/1975,Vintage,1
337,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,7/25/2006,Ballantine Books,1
338,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,6/10/1999,HarperCollins Publishers  Inc.,1
339,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,4/1/2005,Rodale Books,1
340,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,11/26/2003,High Point Media,1
341,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,10/1/2005,John Wiley & Sons,1
342,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,4/18/2003,Wiley,1
343,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,5/15/2005,B Books,1
344,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,2/16/1993,Random House Books for Young Readers,1
345,Monkey Business,Sarah Mlynowski,3.67,9/24/2004,Red Dress Ink,1
346,Liar's Poker,Michael   Lewis,4.15,10/1/1990,Penguin Books,1
347,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,6/1/1993,Walker & Company,1
348,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,3/1/2001,Ryland Peters & Small,1
349,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,4/4/2006,Clarkson Potter,1
350,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,2/22/2005,Clarkson Potter,1
351,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,4/3/2007,Clarkson Potter,1
352,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,9/26/2006,Clarkson Potter,1
353,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,3/25/2003,Clarkson Potter Publishers,1
354,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,10/1/2004,Clarkson Potter Publishers,1
355,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,10/17/2006,William Morrow,1
356,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,8/1/2006,Ediciones B,1
357,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,12/8/2006,Harper,1
358,The Last Assassin (John Rain  #5),Barry Eisler,4.27,6/1/2006,Putnam Publishing Group,1
359,Life of Pi,Yann Martel,3.91,5/3/2004,Mariner Books / Harvest Books,1
360,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,11/24/2005,Gallimard,1
361,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,9/1/1999,Penguin Books,1
362,A Million Little Pieces,James Frey,3.65,9/22/2005,Anchor Books,1
363,A Million Little Pieces of Feces,Python Bonkers,3.56,2/10/2006,Lulu.com,1
364,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,3/28/2006,William Morrow Paperbacks,1
365,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,8/7/2003,Jossey-Bass,1
366,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,2/1/1993,Business Plus,1
367,Leadership in Organizations,Gary Yukl,3.68,7/7/2005,Prentice Hall,1
368,Leadership,Rudolph W. Giuliani,3.72,10/1/2002,Little  Brown,1
369,Men Are from Mars  Women Are from Venus,John Gray,3.55,4/3/2012,Harper Paperbacks,1
370,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,10/21/1998,Harper,1
371,Men Are from Mars  Women Are from Venus,John Gray,3.55,4/3/2007,HarperAudio,1
372,How to Succeed with Women,Ron  Louis/David Copeland,3.76,10/29/1998,Prentice Hall Press,1
373,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,6/25/2002,Bantam,1
374,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,5/4/1980,Crown Publishing Group,1
375,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,3/17/2004,W. W. Norton  Company,1
376,Juiced Official Strategy Guide,Doug Walsh,0,6/1/2005,BradyGames,1
377,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,9/1/2000,Penguin (Business),1
378,Gates of Fire,Steven Pressfield,4.42,9/27/2005,Bantam,1
379,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,3/1/1992,Spectra Books,1
380,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,6/18/2001,Tor Classics,1
381,The Afghan Campaign,Steven Pressfield,3.96,7/1/2006,Doubleday Books,1
382,Tides of War,Steven Pressfield,3.9,8/28/2001,Bantam,1
383,Last of the Amazons,Steven Pressfield,3.76,7/1/2003,Bantam,1
384,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4,4/1/2003,Warner Books,1
385,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,5/30/2002,Continuum,1
386,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,4/24/2006,Stackpole Books,1
387,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,1/30/1973,Penguin Classics,1
388,Phaedrus,Plato/Robin Waterfield,3.92,1/16/2003,Oxford University Press  USA,1
389,Phaedrus,Plato/C.J. Rowe,3.92,8/25/2005,Penguin Classics,1
390,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,12/1/1991,Prometheus Books,1
391,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,2/11/2019,St. Augustines Press,1
392,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,6/15/2006,Hackett Publishing Company  Inc.,1
393,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,9/1/1998,Cornell University Press,1
394,Statesman,Plato/C.J. Rowe,3.85,3/15/1999,Hackett Publishing Company  Inc.,1
395,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,1/29/2004,Penguin Classics,1
396,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,1/30/2003,Penguin Books,1
397,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,9/1/1954,Penguin Classics,1
398,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,11/1/1992,Prometheus Books,1
399,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,11/19/1998,Oxford University Press,1
400,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,8/30/1970,Penguin Classics,1
401,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,1/17/1992,W.W. Norton & Company,1
402,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,3/25/1997,Everyman's Library 234,1
403,The History,Herodotus/Peter Grene,3.99,3/14/1987,University of Chicago Press,1
404,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,4/29/1999,Penguin Classics,1
405,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,3/12/1997,Hackett Publishing Company  Inc.,1
406,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,4/3/2004,Farrar  Straus and Giroux,1
407,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,11/1/1999,Penguin Classics,1
408,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,1/30/2003,Penguin Classics,1
409,The Iliad,Homer/W.H.D. Rouse,3.86,8/1/1999,Signet Classics,1
410,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,9/15/2000,Hackett Publishing Company  Inc.,1
411,The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,11/30/2006,Penguin Classics,1
412,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,11/5/1998,Farrar  Straus and Giroux,1
413,The Odyssey,Homer/Richmond Lattimore,3.76,6/1/1999,Harper Perennial,1
414,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,1/30/2003,Penguin Classics,1
415,The Odyssey,Homer/W.H.D. Rouse,3.76,8/1/1999,Signet Classics,1
416,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,1/1/2001,Bolchazy-Carducci Publishers,1
417,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,10/1/1999,Harvard University Press,1
418,City Eclogue,Ed Roberson,4.13,1/30/2006,Atelos Press,1
419,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,9/2/1999,Oxford University Press,1
420,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,12/3/1997,Harvard Common Press,1
421,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,11/7/2002,Viking,1
422,The Complete Works,William Shakespeare,4.5,10/13/1991,Gramercy,1
423,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,8/1/2005,Cambridge University Press,1
424,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,2/1/1994,Applause Books,1
425,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,5/1/1995,HarperOne,1
426,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,9/28/1996,HarperOne,1
427,Warrior of the Light,Paulo Coelho,3.7,3/30/2004,HarperOne,1
428,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,7/3/2006,HarperOne,1
429,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,5/23/2006,HarperOne,1
430,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,4/26/2000,HarperOne,1
431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,6/1/2006,Harper Perennial,1
432,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,12/1/2001,Penguin Books,1
433,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,5/30/2000,Cliffs Notes,1
434,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,5/29/2000,Cliffs Notes,1
435,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,3/24/2015,Nonpareil Books,1
436,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,1/1/1919,Harvard University Press,1
437,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,10/1/1993,Hackett Publishing Company  Inc.,1
438,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,1/1/1921,Harvard University Press,1
439,The Peloponnesian War,Thucydides/Steven Lattimore,3.9,6/1/1998,Hackett Publishing Company  Inc.,1
440,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,7/17/1998,W. W. Norton & Company,1
441,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,1/1/1923,Harvard University Press,1
442,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,1/30/1989,Bryn Mawr Commentaries,1
443,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,2/15/1955,University of Chicago Press,1
444,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,1/15/1969,University of Chicago Press,1
445,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,11/15/1968,University of Chicago Press,1
446,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,8/1/2006,New York Review of Books,1
447,Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,8/1/1990,Bantam Classics,1
448,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4,1/15/1992,University of Chicago Press,1
449,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,4/15/2002,University of Chicago Press,1
450,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,3/27/2003,Penguin Books,1
451,Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,1/1/1994,Loeb Classical Library,1
452,Medea,Euripides/Donald J. Mastronarde,3.87,9/16/2002,Cambridge University Press,1
453,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,1/26/2006,Penguin Classics,1
454,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,2/22/2001,Oxford University Press  USA,1
